id	value	task	text	hypothesis
1107	TRUE	RC	Chirac also called on rich nations to raise donations to the 2 1/2-year-old U.N. Global Fund -- aimed primarily at fighting AIDS -- by $3 billion per year.	The U.N. Global Fund uses most of its funds for fighting AIDS.
1028	FALSE	RC	Sources at the foreign affairs department in Manila said on Monday that the militants had rejected suggestions of a ransom in exchange for de la Cruz&apos;s release.	Sources at the de la Cruz foreign affairs department refused to release Manila in exchange for a ransom.
1825	FALSE	RC	Egypt, which has pressed Arafat to surrender some powers and overhaul the security forces, welcomed Qureia&apos;s withdrawal of his resignation.	Qureia&apos;s resignation was welcomed by Egypt.
1026	FALSE	RC	Japan&apos;s voter turnout was just over 56 percent for the Upper House elections.	Less than half of the eligible Japanese voters participated in the vote.
1012	FALSE	RC	The spacecraft&apos;s photographs show a methane cloud &quot;the size of Italy,&quot; several crisscrossing linear features, and a huge circular area that could be a crater the size of Western Europe.	The spacecraft&apos;s photographs show a crater &quot;the size of Italy&quot;.
1029	TRUE	RC	De la Cruz&apos;s family said he had gone to Saudi Arabia a year ago to work as a driver after a long period of unemployment.	De la Cruz went to Saudi Arabia a year ago.
1009	TRUE	RC	Further surprises were revealed in the spacecraft&apos;s photographs of a hazy orange Titan -- the largest of Saturn&apos;s 31 moons, about the size of the planet Mercury.	Titan is the largest of Saturn&apos;s 31 moons.
1836	FALSE	RC	North Korean refugees had been gathering in southern Ho Chi Minh City, formerly Saigon, after trickling over the border from China for months.	Ho Chi Minh City is now called Saigon.
974	FALSE	RC	Political leaders pledged that construction of the so-called Freedom Tower -- which will rise 1,776 feet into the air and be the world&apos;s tallest building -- will be finished on schedule by the end of 2008.	The Freedom Tower will be 1,776 meters tall.
1101	TRUE	RC	Since the last AIDS conference in Barcelona in 2002 generated optimism about the availability of new antiretroviral drugs, 6 million people have died of AIDS and 10 million people have become newly infected.	6 million people have died of AIDS since 2002.
1041	TRUE	RC	A 30-year-old man has been killed in a shark attack at a surfing beach near Perth in West Australia where he was surfing with four other people.	A 30-year-old man was killed in a shark attack while surfing.
1144	FALSE	RC	Whooping cough, or pertussis, is a highly contagious bacterial infection characterized by violent coughing fits, gasps for air that resemble &quot;whoop&quot; sounds, and vomiting.	Pertussis is not very contagious.
1071	FALSE	RC	Iraqi militants have repeatedly used terrorist attacks to try to force governments to withdraw from the U.S.-led occupation force.	Iraqi militants were forced to withdraw from the U.S.-led occupation force.
185	FALSE	RC	Napster, which started as an unauthorized song-swapping Web site, has transformed into a legal service offering music downloads for a monthly fee.	Napster illegally offers music downloads.
1051	FALSE	RC	Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.	Four firefighters were killed while saving a man stuck in a burning building.
1826	FALSE	RC	The accord failed to resolve the controversy over Arafat&apos;s appointment of his unpopular cousin Moussa Arafat as chief of security in Gaza.	Moussa Arafat is Yasser Arafat&apos;s most popular cousin.
2187	FALSE	RC	One of two men &quot;released&quot; early on Saturday Mohammed Dawoud, 19, of Willesden, north-west London will appear before Horseferry Road magistrates&apos; court today charged with possession of forged identity documents, police said.	Willesden will be released early on Saturday.
1134	TRUE	RC	The authentication was arranged by the proprietor of a small Moscow gallery, Borislav Shervinsky, we have established.	Borislav Shervinsky is the proprietor of a small Moscow gallery.
1000	FALSE	RC	Senior citizens played an important role in the dramatic spread of human civilisation some 30,000 years ago	The dramatic spread of human civilisation some 30,000 years ago played an important role in senior citizens&apos; lives.
1088	TRUE	RC	Eight of the 51 Philippine humanitarian troops in Iraq have already left the country, Philippine Foreign Affairs Secretary Delia Albert said early Wednesday.	Delia Albert is the Philippine Foreign Affairs Secretary.
1821	FALSE	RC	U.S. Secretary of State Colin Powell replied that the people of Darfur in the remote west of Sudan did not have much time before disease and starvation causes widespread death.	Darfur is located to the west of Sudan.
336	TRUE	RC	The centre-right European People&apos;s Party (EPP), the largest group in the European Parliament, has warned that it will reject the Taoiseach, Berni Ahern, if he is nominated as the next president of the European Commission.	Berni Ahern is the Taoiseach.
929	TRUE	RC	Ron Gainsford, chief executive of the TSI, said: &quot;It is a major concern to us that parents could be unwittingly exposing their children to the risk of sun damage, thinking they are better protected than they actually are.	Ron Gainsford is the chief executive of the TSI.
1108	TRUE	RC	Chirac also called on rich nations to raise donations to the 2 1/2-year-old U.N. Global Fund -- aimed primarily at fighting AIDS -- by $3 billion per year.	Chirac believes that rich nations should donate more to the fight against AIDS.
139	TRUE	RC	The ICC, the first permanent global criminal tribunal, was set up in July 2002 to try individuals accused of crimes against humanity -- genocide, war crimes and other human rights abuses.	The ICC is the first permanent global criminal tribunal.
922	TRUE	RC	Iraq has entered its first full day under the leadership of a newly sovereign interim government, beginning a transformation that its prime minister calls &quot;a major task&quot; likely to take many years.	Iraq&apos;s prime minister believes that the transformation of their government will likely take several years.
1077	FALSE	RC	Most Americans are familiar with the Food Guide Pyramid-- but a lot of people don&apos;t understand how to use it.	Americans know how to use the Food Guide Pyramid.
1010	TRUE	RC	Further surprises were revealed in the spacecraft&apos;s photographs of a hazy orange Titan -- the largest of Saturn&apos;s 31 moons, about the size of the planet Mercury.	Saturn has 31 moons.
1843	FALSE	RC	All but 11 of the 107 patients and all of the employees had been notified by late yesterday to come to the hospital for an evaluation and antibiotics.	11 patients out of the 107 were invited to the hospital for a check-up and antibiotics.
1032	FALSE	RC	The U.S. ambassador to Manila Francis Ricciardone threw his support behind Arroyo in an interview with local television on Monday.	Arroyo is the U.S. ambassador to Manila.
1056	FALSE	RC	About 85 percent of Danes belong to the state Evangelical Lutheran Church, though just 5 percent attend church services regularly.	Only about 5 percent of Danes belong to the state Evangelical Lutheran Church.
1829	FALSE	RC	The suicide bombing came as the Iraqi interim government marked its first month in power since the United States handed over sovereignty on June 28 following the coalition&apos;s March 2003 invasion.	The United States handed over sovereignty to the Iraqi interim government in March 2003.
1145	TRUE	RC	Tanning salons are increasingly popular - their use tripled from 1986 to 1996.	In the 10 years between 1986 and 1996, the use of tanning salons tripled.
1006	TRUE	RC	Jessica Litman, a law professor at Michigan&apos;s Wayne State University, has specialized in copyright law and Internet law for more than 20 years; she is also the author of Digital Copyright: Protecting Intellectual Property on the Internet	Michigan&apos;s Wayne State University employs Jessica Litman.
1837	FALSE	RC	In all, military police have launched 93 investigations into allegations of mistreatment by UK soldiers.	UK military police have launched 93 investigations.
1050	FALSE	RC	Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.	Four firefighters were killed in Venezuela.
1014	TRUE	RC	The thick atmosphere of Titan makes it difficult for even the largest telescopes on Earth to see anything clearly.	Telescopes on Earth cannot see Titan clearly.
1049	TRUE	RC	Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.	Four firefighters were killed in a car accident.
1096	TRUE	RC	A longtime associate of al Qaeda leader Osama bin Laden surrendered to Saudi Arabian officials.	Osama bin Laden is the leader of al Qaeda.
1381	TRUE	RC	On the 35th anniversary of the first lunar landing, NASA struggled with money problems as it aimed to return to human space flight after the Columbia disaster and ultimately put people back on the moon.	NASA has economic problems.
